plant_type,soil_type,pot_size,growth_stage,moisture,temperature,humidity,light,sunlight_hours,time_since_last_water,watering_frequency,water_needed,health_score
Tulsi,loamy,medium,seedling,62.4,37.2,73.5,437.9,6.9,66.8,4,0,78.7
Tulsi,loamy,large,seedling,37.9,15.8,82.3,427.1,7.0,63.7,4,1,64.8
Money Plant,loamy,small,seedling,56.3,37.7,63.0,302.0,6.5,13.9,2,0,78.0
Money Plant,sandy,medium,seedling,34.7,22.1,53.1,468.2,6.6,27.0,2,1,98.8
Aloe Vera,sandy,medium,seedling,6.3,34.8,42.7,1179.9,9.8,60.7,1,1,79.3
Peace Lily,clay,large,mature,65.2,33.4,90.15635667677486,376.3,5.8,3.1,4,0,96.4
Monstera,clay,small,young,68.2,29.3,74.94133635199609,339.4,5.1,4.3,5,0,100.0
Peace Lily,sandy,medium,young,55.8,18.2,68.26550099910817,134.3,3.3,63.5,5,0,100.0
Jade Plant,loamy,large,young,23.4,18.2,92.9,887.9,7.9,51.4,1,0,80.3
Fern,clay,medium,mature,73.9,32.7,81.1,254.0,2.7,56.8,3,0,95.8
Jade Plant,clay,large,mature,11.6,31.0,31.6,810.1,7.7,25.0,1,0,96.9
Peace Lily,sandy,medium,young,75.0,28.4,73.7,120.9,3.7,43.4,5,0,99.6
Snake Plant,clay,small,mature,29.5,30.2,86.6,578.5,4.6,12.1,2,0,100.0
Peace Lily,sandy,large,young,51.1,25.5,67.92383091852885,531.9,5.8,27.0,3,1,97.8
Aloe Vera,clay,large,young,25.5,24.9,46.1,646.0,7.5,69.1,1,0,98.4
Jade Plant,clay,large,young,33.8,37.0,74.1,568.7,6.8,4.6,1,1,70.1
Spider Plant,sandy,large,seedling,26.6,29.5,27.4,383.4,4.4,34.3,1,0,88.6
Tulsi,clay,small,young,46.3,21.0,79.4,522.7,4.2,54.7,2,0,97.5
Aloe Vera,sandy,medium,mature,22.9,20.2,62.8,1170.3,7.1,23.8,1,0,95.9
Jade Plant,clay,medium,mature,13.2,28.1,30.6,805.0,8.2,18.8,1,0,95.8
Spider Plant,sandy,medium,seedling,18.9,20.0,59.4,1131.2,8.0,7.8,2,1,100.0
Spider Plant,sandy,large,seedling,30.5,24.6,91.4,716.8,7.2,13.0,2,0,100.0
Jade Plant,loamy,large,young,14.2,36.7,54.3,793.6,8.1,53.4,1,1,70.8
Aloe Vera,clay,medium,mature,16.7,17.7,65.3,527.7,6.8,2.7,1,0,85.4
Spider Plant,loamy,medium,mature,22.8,29.9,35.6,540.2,4.0,27.8,1,0,98.0
Fern,sandy,large,young,65.3,36.7,74.76678879986758,567.8,5.5,48.8,5,0,92.6
Jade Plant,loamy,small,young,21.7,31.8,64.9,973.9,8.2,67.7,1,0,96.3
Tulsi,sandy,small,mature,36.7,29.4,63.8,591.1,4.7,58.8,3,1,82.0
Spider Plant,clay,medium,young,28.3,29.6,53.2,477.7,4.9,66.8,2,0,100.0
Tulsi,sandy,medium,mature,56.7,35.4,25.5,396.3,5.3,53.6,3,0,88.8
Money Plant,sandy,large,young,65.4,32.8,71.9,451.0,6.7,57.6,4,0,100.0
Fern,clay,large,mature,58.6,16.7,94.5,387.0,5.5,27.4,4,0,93.4
Spider Plant,sandy,medium,seedling,35.6,23.2,55.9,1042.8,7.0,68.3,2,0,98.4
Aloe Vera,sandy,large,seedling,9.5,26.6,34.9,1043.2,8.8,59.4,1,1,80.6
Jade Plant,sandy,medium,mature,28.6,20.9,36.4,718.5,9.2,71.1,1,0,100.0
Aloe Vera,loamy,small,young,18.1,21.3,93.1,1076.2,9.4,13.5,1,0,87.9
Money Plant,sandy,small,mature,51.9,37.0,70.5,493.0,4.4,65.2,2,0,86.9
Peace Lily,loamy,medium,mature,54.9,18.8,81.6,263.7,3.2,43.6,4,1,97.5
Peace Lily,sandy,medium,young,65.1,33.4,67.9,308.4,4.6,5.3,4,0,100.0
Areca Palm,loamy,small,seedling,51.1,35.0,82.0,436.8,5.0,64.4,4,0,85.5
Spider Plant,clay,medium,young,36.9,22.3,43.6,619.2,8.9,20.4,2,0,100.0
Spider Plant,loamy,medium,seedling,15.8,15.6,83.7,411.3,4.3,27.0,1,1,83.2
Spider Plant,clay,small,young,29.1,19.3,80.6,599.8,5.9,68.5,2,0,100.0
Fern,clay,medium,seedling,70.1,22.2,60.64552621450387,210.4,2.7,31.2,4,0,95.2
Fern,loamy,medium,young,74.8,22.3,94.50680626244542,174.7,2.8,61.2,5,0,100.0
Monstera,clay,small,young,79.7,19.0,76.49568856363166,427.8,5.1,67.6,4,0,100.0
Spider Plant,clay,small,young,39.7,20.2,75.0,459.0,5.8,36.7,2,0,100.0
Snake Plant,clay,large,young,51.6,28.4,81.9,977.7,8.3,51.1,2,0,96.2
Spider Plant,loamy,large,seedling,31.2,35.5,69.4,402.5,6.9,32.4,2,1,81.2
Areca Palm,loamy,medium,young,33.7,34.5,28.4,362.3,4.5,54.0,2,1,80.9
Areca Palm,sandy,medium,young,70.6,37.7,93.4,440.8,5.7,41.7,3,0,93.8
Tulsi,sandy,medium,mature,36.2,16.1,82.7,594.7,5.8,28.8,4,1,87.1
Spider Plant,loamy,medium,young,46.3,32.0,44.9,478.2,5.4,48.0,2,0,100.0
Money Plant,clay,small,seedling,52.6,17.4,78.1,526.7,5.1,48.1,2,0,84.0
Snake Plant,loamy,large,seedling,33.0,30.9,75.4,308.9,4.4,28.6,2,0,93.4
Monstera,clay,large,seedling,45.8,36.2,74.7,192.7,2.6,60.0,5,1,61.0
Areca Palm,loamy,large,young,53.7,30.5,58.0,358.7,4.0,45.6,4,0,98.1
Snake Plant,sandy,large,young,17.4,33.5,72.2,875.2,7.7,28.0,2,1,97.5
Money Plant,sandy,large,mature,37.4,37.2,84.3,554.0,5.3,25.0,4,1,86.7
Areca Palm,loamy,medium,young,61.7,31.3,35.0,567.5,4.0,50.6,2,0,100.0
Fern,sandy,medium,mature,70.0,30.6,82.77161881373931,381.5,4.4,25.0,5,0,100.0
Areca Palm,loamy,medium,mature,54.0,31.5,61.2,422.2,4.9,24.5,4,0,100.0
Jade Plant,clay,medium,seedling,12.7,32.3,42.4,990.2,7.5,49.9,1,0,90.1
Snake Plant,clay,medium,seedling,21.0,16.3,72.5,430.2,6.4,7.9,1,0,76.2
Jade Plant,loamy,medium,young,20.0,21.2,30.5,459.1,6.8,37.1,1,0,100.0
Fern,clay,small,mature,66.7,18.7,82.03256118585715,529.6,4.1,4.8,3,0,100.0
Snake Plant,sandy,medium,mature,27.7,30.6,39.9,1097.7,8.0,6.2,1,0,100.0
Money Plant,clay,small,young,38.9,29.7,76.8,508.5,6.1,48.8,2,1,82.1
Monstera,clay,small,mature,70.4,18.7,94.88659022449994,100.9,2.8,68.0,5,0,100.0
Fern,sandy,large,young,46.8,29.3,89.74036378453872,482.2,4.8,36.8,3,1,96.4
Monstera,loamy,large,seedling,46.0,21.6,91.8,159.3,3.9,28.5,5,1,99.9
Tulsi,sandy,large,mature,40.9,27.6,32.2,477.5,5.9,44.1,4,0,100.0
Areca Palm,loamy,large,mature,43.2,26.4,37.4,508.1,4.4,69.2,3,0,100.0
Spider Plant,loamy,medium,young,29.6,17.9,76.2,440.0,5.2,1.1,2,0,91.3
Fern,loamy,large,young,73.0,19.4,87.36035225375649,499.5,4.5,38.3,3,0,96.4
Areca Palm,sandy,large,young,41.5,34.4,49.5,530.4,6.9,32.4,4,1,96.3
Snake Plant,loamy,medium,seedling,26.6,23.7,38.7,1095.6,8.1,19.1,2,0,97.3
Jade Plant,loamy,medium,young,5.4,17.7,50.5,713.4,8.9,65.6,1,1,74.1
Jade Plant,sandy,large,mature,31.5,26.3,60.8,629.9,7.8,5.1,1,0,97.8
Areca Palm,sandy,small,seedling,40.9,16.1,40.7,324.3,4.7,42.4,2,0,79.5
Jade Plant,clay,large,young,18.4,34.2,48.8,1177.2,9.9,48.0,1,1,84.1
Spider Plant,loamy,small,mature,19.8,36.4,35.5,365.7,6.2,36.8,2,1,92.4
Snake Plant,sandy,small,young,38.7,24.7,32.2,466.3,6.7,18.0,2,0,100.0
Aloe Vera,sandy,large,seedling,24.7,32.5,55.0,1100.9,9.3,25.6,1,0,88.1
Fern,sandy,medium,seedling,63.9,29.5,82.77481931042637,118.8,3.7,40.6,5,0,94.0
Snake Plant,sandy,large,mature,47.7,32.5,92.8,859.9,7.6,67.7,1,0,96.5
Tulsi,clay,large,young,52.5,28.7,66.1,555.5,6.7,51.7,2,0,98.8
Tulsi,loamy,medium,seedling,61.9,23.6,60.7,586.2,5.1,9.4,4,0,95.6
Tulsi,loamy,medium,seedling,36.3,18.3,39.9,540.4,6.4,65.0,2,1,76.2
Money Plant,loamy,large,young,36.5,20.4,40.9,400.6,6.0,69.1,2,1,87.8
Fern,sandy,large,young,63.5,20.5,80.0,280.8,3.4,26.8,3,0,100.0
Peace Lily,clay,small,seedling,62.0,36.9,79.7,296.8,3.4,41.3,4,0,83.9
Fern,loamy,large,young,72.0,21.0,79.9,380.0,5.4,18.1,4,0,96.4
Spider Plant,clay,large,seedling,16.7,17.7,87.3,950.0,7.3,63.4,1,1,61.9
Snake Plant,sandy,medium,mature,52.1,24.6,89.0,1190.5,7.0,0.3,2,0,96.0
Jade Plant,loamy,small,seedling,6.6,31.9,81.0,680.1,8.8,25.0,1,1,71.8
Money Plant,sandy,large,mature,71.6,16.7,40.2,373.8,6.0,38.2,4,0,90.4
Peace Lily,clay,large,mature,64.3,33.0,76.72094595871313,140.1,3.5,3.9,4,0,100.0
Peace Lily,loamy,large,mature,46.7,30.6,60.67405875624547,580.1,4.7,14.6,3,1,100.0
Monstera,sandy,large,young,50.0,16.3,88.02710820348858,522.2,5.4,22.8,5,1,85.5
Snake Plant,loamy,small,young,34.9,22.4,64.4,508.6,6.0,67.3,1,0,96.0
Tulsi,clay,small,seedling,43.6,30.1,73.8,580.4,4.3,66.7,4,0,89.2
Areca Palm,clay,medium,seedling,47.3,21.1,75.0,325.4,5.2,10.9,3,0,100.0
Monstera,clay,large,seedling,53.5,18.8,76.2,307.5,4.1,36.0,3,1,86.0
Tulsi,loamy,large,seedling,61.3,35.1,25.1,578.9,5.9,7.6,2,0,82.6
Snake Plant,sandy,small,seedling,52.1,34.3,91.1,551.7,6.5,19.1,1,0,93.3
Money Plant,sandy,small,mature,43.5,26.8,75.5,436.4,5.4,54.6,4,0,96.2
Tulsi,clay,small,young,62.2,20.7,43.1,552.9,6.9,37.1,4,0,97.4
Peace Lily,loamy,large,mature,64.2,33.8,76.64369069813802,151.0,2.0,63.2,3,0,100.0
Peace Lily,sandy,large,young,56.2,28.0,88.06360496579157,364.1,4.8,6.6,4,0,95.7
Monstera,clay,small,seedling,77.7,35.1,91.64641341809397,414.6,5.6,58.6,5,0,84.9
Jade Plant,loamy,small,mature,25.2,30.4,73.6,489.8,6.2,11.0,1,0,84.9
Fern,clay,medium,young,69.0,25.6,61.61047970994403,294.4,3.7,67.3,5,0,100.0
Money Plant,sandy,small,seedling,49.6,37.7,83.3,435.6,6.2,16.8,2,0,78.7
Fern,loamy,medium,mature,71.4,20.6,84.17154683797312,125.0,3.6,28.0,4,0,97.5
Peace Lily,loamy,medium,mature,78.3,29.8,79.4,196.0,2.9,35.7,5,0,97.3
Monstera,loamy,large,seedling,53.5,19.8,74.2,403.0,4.6,47.1,5,1,98.4
Jade Plant,clay,large,young,16.2,29.9,28.3,826.8,8.6,3.8,1,0,100.0
Fern,loamy,medium,seedling,78.4,26.1,78.73833107741244,367.8,4.9,38.5,3,0,97.7
Money Plant,loamy,small,young,66.7,28.1,49.4,568.2,4.8,26.6,4,0,100.0
Money Plant,sandy,medium,young,60.2,31.1,87.3,533.1,4.5,26.8,2,0,100.0
Snake Plant,clay,large,young,40.9,35.5,38.5,383.8,4.6,29.5,2,1,88.1
Money Plant,loamy,small,seedling,50.9,25.7,91.5,486.0,6.8,2.9,4,0,97.5
Monstera,clay,large,mature,83.3,34.0,86.13400828378836,274.3,2.4,46.9,4,0,97.7
Areca Palm,clay,large,mature,55.5,29.3,79.7,536.3,5.2,63.3,4,0,97.0
Snake Plant,loamy,small,seedling,16.2,34.3,63.2,427.0,4.2,61.2,2,1,74.4
Jade Plant,clay,small,young,11.2,30.2,85.8,622.3,7.6,61.4,1,0,88.8
Fern,sandy,medium,young,49.2,30.3,80.6,459.7,5.5,14.8,3,1,95.2
Jade Plant,loamy,small,young,9.6,36.6,37.3,1141.9,8.4,14.5,1,1,92.6
Jade Plant,loamy,large,mature,26.4,33.1,93.7,1073.3,8.0,25.0,1,1,82.2
Areca Palm,clay,large,young,59.9,25.9,50.0,576.9,6.7,66.2,2,0,95.9
Fern,sandy,large,mature,54.8,37.7,76.5505398062258,163.2,3.6,42.5,5,1,88.4
Aloe Vera,clay,large,mature,11.5,26.1,90.2,633.0,7.3,45.4,1,0,83.6
Fern,clay,medium,young,78.5,23.0,67.48700176274947,436.6,5.3,7.1,3,0,100.0
Money Plant,sandy,large,mature,48.7,23.9,38.3,322.8,4.2,1.1,3,0,96.4
Areca Palm,sandy,medium,seedling,38.8,16.3,94.2,402.0,5.1,20.8,3,1,80.8
Areca Palm,sandy,medium,seedling,53.8,21.1,43.8,521.1,4.8,26.2,4,0,99.9
Aloe Vera,sandy,large,mature,33.5,24.1,72.8,952.3,7.6,19.8,1,0,83.8
Peace Lily,sandy,medium,mature,53.1,20.0,68.14421620129173,360.7,4.0,44.0,5,1,98.3
Peace Lily,loamy,medium,young,76.2,23.8,86.0,200.0,3.6,11.1,3,0,99.7
Tulsi,loamy,medium,mature,41.7,21.4,58.6,335.1,5.7,62.0,3,0,95.6
Fern,sandy,large,young,68.2,28.5,77.18418665163205,488.2,4.5,34.8,4,0,100.0
Tulsi,clay,large,mature,68.4,24.3,47.4,550.8,4.5,29.4,2,0,100.0
Aloe Vera,sandy,medium,young,29.6,30.3,69.7,649.4,7.6,14.7,1,0,100.0
Jade Plant,loamy,large,young,19.5,20.0,84.9,1010.9,9.5,21.0,1,0,86.1
Snake Plant,loamy,medium,mature,49.3,33.1,94.1,1188.4,7.7,1.5,2,0,97.6
Fern,loamy,large,mature,45.8,19.4,80.2,266.7,3.2,68.1,3,1,81.7
Jade Plant,loamy,small,seedling,19.4,25.5,79.7,986.1,7.4,69.6,1,0,84.0
Aloe Vera,loamy,small,mature,19.0,17.2,34.8,439.9,6.3,53.6,1,0,94.2
Money Plant,sandy,small,seedling,33.2,18.2,37.9,506.4,4.4,69.2,2,1,75.8
Monstera,clay,medium,mature,62.7,26.3,94.80722002706426,380.6,5.0,59.5,3,0,100.0
Tulsi,clay,medium,seedling,53.3,21.4,30.5,506.9,5.9,51.4,4,0,98.4
Spider Plant,clay,medium,seedling,44.6,37.0,94.8,872.8,8.9,33.3,1,1,84.2
Jade Plant,clay,large,seedling,22.1,29.3,32.9,1021.4,9.1,49.8,1,0,94.9
Aloe Vera,loamy,large,mature,8.6,34.7,85.9,874.7,7.3,53.3,1,1,69.8
Snake Plant,sandy,small,mature,49.0,21.2,50.1,382.5,5.3,59.4,2,0,100.0
Aloe Vera,loamy,small,young,3.0,33.2,41.7,608.4,8.9,35.3,1,1,100.0
Aloe Vera,clay,large,young,6.8,32.8,72.5,1148.1,9.6,69.3,1,1,66.0
Aloe Vera,clay,medium,young,22.1,28.9,55.5,881.0,7.0,8.1,1,0,99.7
Jade Plant,loamy,large,seedling,14.5,33.8,86.9,671.4,7.3,32.7,1,1,73.3
Monstera,loamy,large,young,62.0,25.5,81.10133935830815,477.3,4.8,69.2,5,0,98.1
Spider Plant,sandy,small,mature,54.0,29.3,61.4,704.4,7.4,1.1,1,0,100.0
Money Plant,loamy,large,young,50.1,33.3,91.2,425.4,6.8,64.9,4,0,100.0
Aloe Vera,loamy,large,mature,30.0,32.8,56.4,1056.8,8.1,64.9,1,0,100.0
Tulsi,loamy,small,mature,49.1,27.8,52.6,333.6,6.7,67.7,2,0,98.3
Money Plant,loamy,large,mature,70.9,17.0,54.7,553.4,4.2,26.2,4,0,89.8
Snake Plant,clay,small,seedling,39.3,29.9,91.2,655.2,7.1,38.0,1,0,86.7
Aloe Vera,loamy,small,mature,25.6,35.7,31.7,505.4,6.2,14.0,1,1,90.3
Spider Plant,clay,small,seedling,45.0,34.9,52.1,400.9,6.0,24.6,2,1,90.0
Snake Plant,loamy,medium,mature,44.2,33.6,39.1,306.9,5.5,29.0,1,1,100.0
Aloe Vera,loamy,small,seedling,17.4,23.4,32.7,677.1,9.0,10.8,1,0,100.0
Areca Palm,loamy,large,mature,71.1,21.1,92.8,549.5,6.7,42.5,3,0,96.7
Tulsi,sandy,medium,mature,53.7,36.1,80.3,438.9,5.2,44.5,4,0,88.1
Tulsi,sandy,medium,mature,66.2,26.6,94.7,539.6,5.4,63.7,3,0,100.0
Aloe Vera,sandy,large,mature,31.7,30.3,72.2,545.4,6.6,34.0,1,0,89.5
Jade Plant,sandy,large,young,9.0,16.4,37.7,618.8,9.4,8.7,1,1,93.0
Aloe Vera,clay,medium,seedling,16.1,35.3,70.5,1188.0,9.9,60.8,1,1,48.2
Money Plant,clay,large,seedling,53.3,20.6,71.0,488.4,5.0,8.7,2,0,100.0
Aloe Vera,sandy,medium,mature,11.1,37.8,36.7,1152.0,9.7,11.8,1,1,88.3
Fern,sandy,small,mature,58.1,16.6,91.2,417.7,5.2,23.4,4,0,85.5
Snake Plant,sandy,small,seedling,42.6,15.0,59.3,663.4,8.9,50.3,1,0,80.8
Monstera,sandy,small,mature,51.5,15.7,77.37062766810388,117.7,2.5,7.1,4,1,87.5
Spider Plant,sandy,large,seedling,34.6,34.0,77.0,967.0,7.4,32.0,1,1,94.0
Peace Lily,loamy,medium,young,50.1,33.1,83.9,446.8,5.3,35.6,3,1,97.1
Money Plant,sandy,small,mature,42.2,19.4,25.0,526.3,6.4,49.2,4,0,95.9
Spider Plant,sandy,large,mature,16.8,26.9,70.2,482.9,6.2,55.2,1,1,80.2
Tulsi,clay,large,seedling,46.6,26.7,40.5,566.3,4.9,56.5,3,0,100.0
Snake Plant,clay,small,young,44.6,27.7,91.8,1137.8,7.2,50.1,2,0,99.1
Snake Plant,loamy,small,seedling,46.0,16.7,43.2,319.2,4.6,46.9,2,0,77.9
Aloe Vera,loamy,medium,seedling,25.2,27.3,26.9,394.1,6.8,17.2,1,0,100.0
Aloe Vera,loamy,large,mature,6.3,33.4,59.3,821.3,8.4,71.9,1,1,85.8
Snake Plant,sandy,small,seedling,42.1,22.7,47.7,597.2,5.3,38.2,2,0,100.0
Monstera,loamy,small,mature,50.9,25.6,82.97385410735751,141.1,3.6,0.3,3,1,100.0
Monstera,loamy,medium,seedling,44.8,15.6,64.78830984057724,199.4,3.8,38.5,3,1,76.2
Peace Lily,clay,medium,mature,53.2,37.2,94.74158701611348,176.9,2.1,9.0,5,1,89.1
Areca Palm,sandy,medium,mature,46.5,34.2,91.6,419.5,4.7,4.3,3,0,100.0
Areca Palm,sandy,medium,seedling,47.0,32.2,75.8,388.4,4.8,18.3,4,0,91.2
Areca Palm,sandy,small,seedling,49.9,30.2,80.1,595.4,5.6,49.2,2,0,94.1
Fern,sandy,medium,seedling,55.0,30.2,67.03627600655483,553.5,5.9,60.7,4,0,88.0
Fern,loamy,small,mature,46.8,15.6,68.47421520516671,310.5,5.6,63.2,5,1,72.2
Snake Plant,clay,large,mature,30.0,33.4,38.7,514.1,4.0,69.0,2,1,89.5
Snake Plant,clay,small,mature,51.1,36.7,64.9,564.2,4.7,53.9,2,0,85.8
Aloe Vera,sandy,large,mature,24.3,24.5,32.3,929.8,7.5,13.5,1,0,100.0
Aloe Vera,clay,large,mature,24.5,32.6,82.7,879.8,7.4,22.2,1,0,88.5
Monstera,loamy,small,young,82.1,37.2,84.69186917516762,238.1,2.9,20.8,4,0,89.0
Areca Palm,loamy,large,seedling,63.5,26.5,71.0,543.9,4.4,26.5,4,0,95.8
Snake Plant,clay,small,mature,44.2,26.1,82.6,879.5,8.9,22.1,2,0,98.8
Jade Plant,clay,large,mature,14.8,35.0,46.7,320.7,6.7,64.3,1,1,81.0
Snake Plant,sandy,medium,seedling,34.9,20.7,77.0,1065.4,7.6,32.4,1,0,100.0
Spider Plant,sandy,large,mature,27.6,34.8,75.5,1158.9,8.7,57.2,1,1,84.5
Jade Plant,sandy,small,seedling,22.5,24.3,59.4,854.6,9.3,16.0,1,0,100.0
Spider Plant,loamy,small,mature,15.0,25.1,56.5,1038.7,8.4,24.0,1,1,100.0
Fern,sandy,small,seedling,76.7,36.1,68.5,373.2,6.0,29.0,3,0,77.7
Money Plant,sandy,medium,mature,37.2,28.2,30.5,347.7,6.9,9.0,2,1,95.5
Money Plant,sandy,medium,seedling,60.4,27.8,36.6,487.7,4.9,31.5,3,0,100.0
Peace Lily,loamy,medium,mature,70.8,20.7,69.10080020129242,279.0,3.4,12.0,4,0,95.7
Fern,loamy,small,mature,65.9,31.4,88.73595170146797,370.8,4.1,39.0,4,0,95.6
Aloe Vera,sandy,large,young,21.0,38.0,27.4,1021.7,9.7,63.7,1,1,79.8
Jade Plant,loamy,large,young,9.1,33.8,85.5,1017.5,10.0,29.8,1,1,86.0
Fern,loamy,large,seedling,48.7,19.0,85.8,248.2,3.1,61.9,4,1,81.3
Monstera,sandy,medium,mature,44.7,15.4,79.04635948880556,236.7,2.9,63.5,4,1,72.0
Fern,clay,large,seedling,53.3,37.5,68.2,339.4,5.6,56.2,4,1,64.5
Aloe Vera,sandy,medium,seedling,26.2,27.7,50.4,476.3,6.3,2.9,1,0,95.6
Aloe Vera,loamy,medium,seedling,29.8,31.4,63.4,697.4,7.9,12.9,1,0,91.4
Areca Palm,clay,small,seedling,53.6,28.1,89.7,544.3,5.5,39.6,3,0,100.0
Peace Lily,clay,small,mature,50.1,34.1,78.8,132.8,2.2,49.3,3,1,86.0
Spider Plant,loamy,large,mature,13.9,29.0,35.9,499.0,6.4,33.0,1,1,100.0
Snake Plant,clay,large,young,20.9,27.5,73.2,361.8,6.9,28.7,2,0,100.0
Peace Lily,loamy,small,young,51.9,22.6,91.22046782994653,111.5,3.8,59.7,5,1,84.9
Fern,loamy,small,mature,73.1,28.2,88.18864049693254,103.9,2.4,40.3,3,0,95.3
Snake Plant,sandy,large,mature,40.1,29.8,27.9,402.0,6.1,9.9,1,0,100.0
Aloe Vera,clay,medium,seedling,20.1,20.8,74.3,568.0,6.1,32.4,1,0,87.8
Tulsi,sandy,medium,young,65.7,34.8,58.8,442.2,6.9,47.2,4,0,97.5
Snake Plant,sandy,medium,seedling,42.1,18.8,41.2,473.7,5.6,38.5,2,0,92.0
Tulsi,loamy,large,mature,64.1,26.7,56.5,479.3,5.6,43.7,3,0,100.0
Areca Palm,loamy,medium,seedling,47.9,36.1,79.9,429.8,6.5,41.8,4,0,79.8
Snake Plant,loamy,medium,mature,47.5,35.7,74.2,1102.4,8.8,52.4,2,0,85.9
Monstera,loamy,medium,young,52.8,18.8,81.869718996291,327.9,5.0,51.9,4,1,84.8
Snake Plant,sandy,small,mature,42.2,36.3,55.1,609.0,8.5,58.2,1,1,71.1
Peace Lily,clay,small,mature,50.6,15.2,80.61592555418638,232.5,2.8,52.4,3,1,73.1
Areca Palm,clay,medium,young,71.1,34.1,51.6,566.0,4.4,38.5,3,0,98.8
Monstera,clay,small,young,84.1,15.8,70.73176923680437,348.9,4.9,1.9,3,0,91.7
Jade Plant,loamy,small,mature,29.0,17.1,58.1,828.4,7.2,6.4,1,0,87.3
Aloe Vera,loamy,medium,mature,15.8,32.4,45.7,1184.1,7.4,41.6,1,0,97.1
Fern,loamy,small,mature,46.7,19.7,89.5,431.8,4.8,64.7,4,1,81.9
Areca Palm,clay,small,seedling,54.5,22.6,86.5,428.1,4.7,64.0,4,0,100.0
Jade Plant,clay,medium,mature,20.9,17.3,93.0,997.0,9.7,69.1,1,0,71.3
Money Plant,loamy,large,young,63.3,28.2,60.5,441.5,5.1,20.3,4,0,96.0
Peace Lily,clay,large,seedling,61.5,23.2,78.94341215773923,498.4,5.8,6.8,4,0,100.0
Tulsi,sandy,large,young,49.0,17.5,59.4,377.2,4.9,60.0,2,0,92.7
Tulsi,clay,small,mature,74.0,23.7,49.1,542.7,6.1,14.3,3,0,96.1
Monstera,clay,large,seedling,72.1,28.3,90.32770970717084,205.5,3.9,14.2,5,0,98.6
Monstera,sandy,medium,seedling,67.9,22.4,86.14592763179142,375.6,4.5,26.3,4,0,97.5
Fern,sandy,small,mature,73.5,19.5,84.57847251068438,207.1,2.4,9.5,4,0,100.0
Fern,clay,small,young,71.7,23.9,61.10557496715367,304.1,4.3,39.4,5,0,100.0
Monstera,sandy,small,young,54.7,37.3,74.88389499344419,359.8,5.0,71.1,5,1,71.7
Fern,sandy,medium,mature,62.2,31.5,83.54289825973417,288.6,2.2,63.2,3,0,100.0
Aloe Vera,clay,large,young,19.3,37.2,29.6,1102.6,9.7,16.4,1,1,94.1
Spider Plant,clay,large,mature,32.9,37.0,91.0,362.1,5.5,6.4,2,1,86.7
Monstera,clay,large,young,45.3,23.8,67.8561141998497,133.8,3.9,20.4,5,1,98.1
Snake Plant,loamy,large,mature,48.8,17.4,28.8,534.7,4.1,56.5,2,0,86.9
Aloe Vera,loamy,large,seedling,29.8,22.5,91.9,859.0,9.1,52.0,1,0,86.8
Aloe Vera,loamy,large,seedling,11.6,36.1,62.0,1064.3,8.4,27.2,1,1,75.8
Jade Plant,loamy,small,mature,17.8,24.1,93.4,912.4,9.2,59.3,1,0,89.5
Areca Palm,loamy,small,mature,43.9,16.5,35.9,447.1,7.0,30.0,3,0,91.6
Tulsi,clay,large,seedling,50.7,37.0,87.7,480.2,4.5,27.5,2,0,80.3
Spider Plant,clay,medium,seedling,37.0,16.9,43.7,365.7,4.6,49.2,1,0,84.4
Areca Palm,loamy,large,seedling,35.6,36.2,36.3,494.6,6.5,47.4,3,1,82.0
Snake Plant,clay,medium,mature,52.2,26.0,84.2,423.2,4.7,43.0,1,0,95.8
Aloe Vera,loamy,small,seedling,12.3,21.4,59.7,403.7,6.7,50.0,1,0,98.0
Aloe Vera,loamy,large,young,30.6,19.5,83.7,350.1,6.6,5.1,1,0,84.8
Money Plant,loamy,medium,seedling,61.9,25.2,48.3,546.9,4.8,46.3,2,0,100.0
Snake Plant,sandy,medium,young,31.3,17.9,85.6,521.7,4.3,17.0,2,0,89.2
Fern,clay,medium,young,65.1,28.7,73.51814533905305,119.9,2.4,19.2,5,0,100.0
Tulsi,sandy,small,seedling,50.8,21.0,87.1,568.4,4.3,25.8,2,0,99.1
Spider Plant,clay,small,seedling,47.2,15.6,82.2,1038.6,7.1,65.0,1,0,77.6
Peace Lily,clay,medium,mature,77.1,30.4,86.7,445.3,4.7,66.2,4,0,100.0
Fern,clay,large,young,62.7,16.8,62.3,211.3,2.3,39.3,4,0,88.6
Monstera,loamy,large,mature,62.4,15.8,64.04765347084212,156.9,3.4,4.0,4,0,90.4
Aloe Vera,clay,small,seedling,10.4,31.0,50.2,1154.4,8.1,8.3,1,0,91.7
Snake Plant,clay,small,seedling,38.8,20.8,40.9,630.1,7.6,28.8,1,0,95.8
Aloe Vera,clay,large,seedling,23.9,18.0,61.3,1001.7,9.2,55.0,1,0,87.1
Fern,loamy,medium,mature,74.3,18.5,87.6050791876388,148.4,3.2,18.5,3,0,100.0
Money Plant,loamy,medium,mature,54.0,17.0,42.5,585.9,6.7,46.2,4,0,85.8
Areca Palm,loamy,medium,mature,71.0,38.0,84.5,320.6,6.4,32.3,4,0,86.8
Tulsi,loamy,medium,young,39.3,20.8,62.4,564.6,4.3,4.6,2,1,100.0
Snake Plant,sandy,large,seedling,31.9,21.2,27.8,857.8,8.7,55.1,2,0,99.0
Tulsi,clay,medium,mature,54.8,19.3,90.3,371.8,5.1,23.5,3,0,98.4
